property,bin_midpoint,bin,borinine__B_1,borinine__B_2,borinine__B_3,borinine__B_4,14diborinine__B_1_4,dhdiborinine__B_1_4,borole__B_1,borole__B_2,borole__B_3,pyridine__N_1,pyridine__N_2,pyridine__N_3,pyridine__N_4,pyrazine__N_1_4,pyrrole__N_1,pyrrole__N_2,pyrrole__N_3,thiophene__S_1,thiophene__S_2,thiophene__S_3,furan__O_1,furan__O_2,furan__O_3,cyclobutadiene__none_none
homo,-10.2455,"(-10.285, -10.206]",0.058301547772909246,0.01457932730195757,0.004641742584244869,0.05161869936639032,0.08923336380544085,0.07306213157645872,0.056725404280805726,0.0075576080446363835,0.03830816757557608,0.03870220344860196,0.009961226870094254,0.0031286448318254894,0.0344229738675409,0.08214859880843552,0.0653075055953094,0.007573369479557419,0.04501465813447656,0.05295054061721779,0.0062415282287299435,0.03626706175330202,0.050468114617154745,0.005949941682690792,0.03557355861677647,0.13226208113986698
homo,-10.167,"(-10.206, -10.128]",0.054255507743879834,0.013473222775548356,0.004238585633934471,0.05058905058905059,0.11978436397041048,0.06983190704120937,0.053796193331077054,0.0066882625022159905,0.03636642008735032,0.03681767635256007,0.010258021885928862,0.0028928749858982417,0.033433254363486924,0.0805734177827201,0.06064561878515367,0.007679414656158842,0.042087704878402556,0.05304678560492514,0.005866331447726796,0.035608954213605375,0.05091943464036487,0.005640703315121919,0.034996534996534996,0.13050975841673515
homo,-10.0885,"(-10.128, -10.049]",0.053078254471266004,0.01293510706790304,0.004055285667700695,0.04648946043797085,0.14936829519135095,0.06824585900984138,0.049650074834653043,0.006070386380929288,0.034189820814903384,0.03709959279915048,0.010518658494778297,0.003294397016647575,0.03336204085386757,0.07730963151249613,0.05801148858248953,0.006864720686973753,0.04002608761089325,0.05345451808991864,0.00591988093346823,0.034758396949756264,0.049599906352166025,0.005175715109910784,0.03399750829870314,0.12652491283226167
homo,-10.01,"(-10.049, -9.971]",0.04902942636442014,0.012122373268076879,0.0036924470299314633,0.04396972890123575,0.17859599926847747,0.06339861881580437,0.04733995767619678,0.005199035086955386,0.03187348143761593,0.03731635736617057,0.009927805693683652,0.0031263879333617815,0.03256146095498524,0.07336125891543077,0.057476769805536926,0.006618537129122434,0.03960671955690636,0.053949786203833526,0.005834762995410567,0.035853312316575084,0.04996124672338869,0.004972611448327513,0.03493020055909222,0.1192817145494605
homo,-9.9315,"(-9.971, -9.892]",0.047442640876270196,0.012405029881416963,0.003638557396828988,0.04452048338140754,0.2056916086948325,0.05947061817770488,0.04314424146447222,0.004600041475783798,0.030192485342080952,0.03472654261636785,0.00977508813604057,0.0029221574948626585,0.03242652187847595,0.0699809588447109,0.0590935655977226,0.00667383066568633,0.040693399694587414,0.05434270308994589,0.005457836095243482,0.03618762136379918,0.04767829873875912,0.0047320098787775955,0.03303923232094716,0.11116452689327527
homo,-9.853,"(-9.892, -9.814]",0.04875309626768546,0.013203744909526008,0.003977916789117931,0.04338973088710693,0.22372895587556152,0.05447331961879172,0.039296360048700615,0.004019900079768253,0.02792938410512616,0.034174398589361436,0.00894244090851841,0.002539989084344431,0.03081573533733574,0.06701582770057517,0.06347873546328561,0.0068642680213275116,0.04157395356648054,0.05428439481086528,0.004985515764725639,0.03570678869809816,0.04803938032663,0.004513203744909526,0.03207523405684538,0.10621772534531257
homo,-9.775,"(-9.814, -9.736]",0.048961778873363435,0.01316798933480902,0.003747909094339148,0.0430254933279672,0.24386562865515463,0.04786759064783489,0.03569317452931041,0.00379821659896115,0.02510344480637899,0.033542528706719824,0.008501968281118336,0.002402183345700595,0.029706581479292175,0.06345034020450001,0.06424268340229654,0.006602859981637761,0.045352215416734794,0.05483518003798216,0.005231980480688207,0.036510671479417944,0.04603136672913182,0.004678597929846185,0.032284841091169775,0.10139477556564501
homo,-9.6965,"(-9.736, -9.657]",0.05238743196437407,0.014596734289955468,0.00411306284017813,0.04368196437407224,0.2564943097476497,0.040635823849579415,0.03271895101434933,0.0030925284512617517,0.02279193468579911,0.030616031667491342,0.007406605640771895,0.00224208312716477,0.028822365165759523,0.05608300346363187,0.07033955962394854,0.008071499257793172,0.047934190994557146,0.056686046511627904,0.005767565561603166,0.03649183572488867,0.0439602919346858,0.004468703612073231,0.03115722414646215,0.09944025235032163
homo,-9.618,"(-9.657, -9.579]",0.05346946187526482,0.01600048425173019,0.004257379794596558,0.043199289764129054,0.2717862835697423,0.035693387946167346,0.02976130425132665,0.002219487096709106,0.02148867052722907,0.03064909909001029,0.006840055688948972,0.0015536409676963742,0.027884828796836222,0.05007969976392728,0.07427210911805654,0.007848913460180384,0.050120054074776536,0.05572930328282319,0.005972438005689958,0.0369443715824943,0.042795746655636485,0.004842517301910777,0.029902544339299047,0.09668892879481851
homo,-9.5395,"(-9.579, -9.5]",0.05562491330281592,0.01592453877098072,0.0041892079345262866,0.04599805798307671,0.28608683589956996,0.029879317519766958,0.027715355805243445,0.001831044527673741,0.01911499514495769,0.028436676376751284,0.006047995561104176,0.001220696351782494,0.02671660424469413,0.04774587321403801,0.07978915244832847,0.009404910528506035,0.05113053128034401,0.05293383270911361,0.005326674989596338,0.03706478013594119,0.03997780552087668,0.00599250936329588,0.02846441947565543,0.0933832709113608
